"";"Timestamp";"Gender";"Age";"City";"Profession";"Education";"Spread";"Emotion_Unbalance";"Places";"Holiday";"Counter";"Combat";"Equiped";"Safe";"Fear_Index";"Government_Efficiency";"Fear_on_Holiday";"Rumors_Impact";"NewSafeData";"NewAgeGroup";"NewEducation"
"104";"2/22/2017 21:19:53";"Male";"15-25";"Mumbai ";"Student";"Post Graduate";"5";"5";"5";"3";"2";"5";"5";"3";82,5;0,963332544876045;1,13991363144918;0,17909205013566;"Neutral";"15-25";"Post Graduate"
"105";"2/22/2017 21:20:06";"Female";"15-25";"Mumbai ";"Unemployed";"Post Graduate";"4";"5";"5";"5";"5";"5";"4";"3";90;1,00759190416137;0,552665977401604;1,56930171778899;"Neutral";"15-25";"Post Graduate"
"106";"2/22/2017 21:20:10";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"5";"5";"5";"1";"4";"5";"5";"3";82,5;1,58617412989675;0,987479730141523;-1,13982700731932;"Neutral";"25-35";"Graduate"
"107";"2/22/2017 21:22:31";"Male";"15-25";"Pune";"Employee at an organisation";"Post Graduate";"5";"5";"5";"2";"5";"5";"2";"4";82,5;0,71950538027085;1,1668297050556;-0,353911126936323;"Unsafe";"15-25";"Post Graduate"
"108";"2/22/2017 21:23:00";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"2";"4";"4";"4";"2";72,5;0,609057413680537;0,150370696767179;-0,640930368868674;"Safe";"25-35";"Graduate"
"109";"2/22/2017 21:23:19";"Male";"15-25";"Mumbai ";"Student";"Graduate";"5";"3";"4";"4";"3";"2";"4";"2";67,5;-0,823232501211381;0,940461684711841;0,315706154162794;"Safe";"15-25";"Graduate"
"110";"2/22/2017 21:23:29";"Male";"35-45";"Sydney";"Employee at an organisation";"Masters";"2";"2";"4";"2";"2";"2";"3";"2";47,5;-0,880129276018411;-2,01291383060552;-0,402862813018915;"Safe";"35-45";"Post Graduate"
"111";"2/22/2017 21:24:27";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"5";"4";"2";"5";"4";"3";77,5;0,574159191847136;0,244745493558787;0,94922298708602;"Neutral";"25-35";"Post Graduate"
"112";"2/22/2017 21:25:07";"Male";"15-25";"Mumbai ";"Student";"Graduate";"3";"4";"1";"1";"1";"1";"2";"1";35;-1,96799823752302;-1,32215347551186;-1,52487185712663;"Safe";"15-25";"Graduate"
"113";"2/22/2017 21:26:57";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"4";"5";"2";"2";"4";"3";"2";65;-0,118791888470602;0,142127335130148;-0,622340768061972;"Safe";"15-25";"UnderGraduate"
"114";"2/22/2017 21:28:41";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Masters";"5";"3";"4";"2";"3";"3";"2";"2";60;-0,812064833186017;0,789330034236645;-0,978973987562872;"Safe";"15-25";"Post Graduate"
"115";"2/22/2017 21:29:13";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"3";"3";"4";"4";"3";75;0,41843155174205;0,191481806357213;0,260006337212935;"Neutral";"15-25";"Graduate"
"116";"2/22/2017 21:30:04";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"3";"3";"3";"3";"3";"3";60;-0,30811805175288;-1,08219618981303;0,295742050630801;"Neutral";"15-25";"UnderGraduate"
"117";"2/22/2017 21:31:53";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"4";"3";"3";"3";"3";"2";65;-0,517090100412481;0,12960226064558;-0,0685994060968766;"Safe";"25-35";"Post Graduate"
"118";"2/22/2017 21:33:54";"Male";"25-35";"Mumbai ";"Self Employed";"Post Graduate";"5";"5";"4";"1";"5";"5";"5";"1";77,5;1,53641715459118;0,925625004899069;-1,67739370412952;"Safe";"25-35";"Post Graduate"
"119";"2/22/2017 21:33:57";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"4";"3";"4";"3";"4";"4";"4";"3";72,5;0,619163442138624;-0,0908036590842542;0,15937997907613;"Neutral";"25-35";"Post Graduate"
"120";"2/22/2017 21:35:09";"Male";"25-35";"Bangalore";"Employee at an organisation";"Post Graduate";"4";"3";"4";"2";"5";"5";"5";"2";75;1,62791078415219;-0,187366908048298;-0,687691799636909;"Safe";"25-35";"Post Graduate"
"121";"2/22/2017 21:43:57";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"4";"2";"3";"3";"4";"3";65;0,0865595473420364;-0,184809583844612;-0,487139263767276;"Neutral";"15-25";"Graduate"
"122";"2/22/2017 21:44:29";"Male";"15-25";"Mumbai ";"Self Employed";"Graduate";"4";"4";"4";"4";"4";"2";"5";"3";75;-0,0960420453556297;0,169411119403147;0,808098384255414;"Neutral";"15-25";"Graduate"
"123";"2/22/2017 21:45:07";"Female";"25-35";"Mumbai ";"Student";"Graduate";"4";"3";"4";"4";"4";"3";"2";"3";67,5;-0,67291375056069;0,0937354256447315;0,719518070697236;"Neutral";"25-35";"Graduate"
"124";"2/22/2017 21:52:18";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"5";"3";"4";"2";"4";"4";"4";"3";72,5;0,66626275226631;0,686644296656477;-0,680872780132047;"Neutral";"15-25";"UnderGraduate"
"125";"2/22/2017 21:52:40";"Female";"25-35";"Houston";"Homemaker";"Post Graduate";"5";"4";"4";"3";"4";"2";"2";"2";65;-1,22265680817872;1,07946154397294;-0,345954970975811;"Safe";"25-35";"Post Graduate"
"126";"2/22/2017 21:59:19";"Female";"25-35";"Lucknow";"Unemployed";"Post Graduate";"4";"3";"4";"2";"4";"3";"4";"3";67,5;0,274997674687787;-0,16443846506522;-0,508487967282115;"Neutral";"25-35";"Post Graduate"
"127";"2/22/2017 22:00:02";"Male";"35-45";"EMI auh";"Consultant";"Masters";"4";"3";"3";"3";"1";"1";"3";"2";50;-1,81596945728403;-0,167890034229549;-0,164693895980349;"Safe";"35-45";"Post Graduate"
"128";"2/22/2017 22:00:38";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"3";"4";"1";"3";"5";"3";"2";"2";57,5;-0,405119262666478;-1,12850522949616;-0,0330536011153801;"Safe";"25-35";"Post Graduate"
"129";"2/22/2017 22:00:49";"Male";"25-35";"Hyderabad";"Employee at an organisation";"Masters";"3";"2";"3";"1";"2";"2";"3";"3";47,5;-0,708840276826451;-1,42300924207803;-1,0349020334601;"Neutral";"25-35";"Post Graduate"
"130";"2/22/2017 22:01:17";"Male";"15-25";"Pune";"Unemployed";"Post Graduate";"4";"4";"3";"4";"2";"3";"4";"3";67,5;-0,353348156398923;-0,0142230318355791;0,823181467620585;"Neutral";"15-25";"Post Graduate"
"131";"2/22/2017 22:01:38";"Male";"45-55";"LAGOS ";"Employee at an organisation";"Graduate";"4";"4";"5";"5";"2";"4";"5";"5";85;0,576591002670463;0,26157626839492;2,06463885208429;"Unsafe";"45-55";"Graduate"
"132";"2/22/2017 22:01:42";"Male";"15-25";"Mumbai ";"Self Employed";"Graduate";"4";"1";"3";"1";"2";"4";"3";"2";50;0,0376773073540605;-0,709992960816211;-1,4650209185534;"Safe";"15-25";"Graduate"
"133";"2/22/2017 22:03:15";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"4";"2";"5";"4";"4";"2";70;0,809789304077111;-0,131914768674288;-0,741556727005479;"Safe";"15-25";"Graduate"
"134";"2/22/2017 22:03:39";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"2";"4";"4";"4";"2";70;0,612452172172945;-0,00206682938226092;-0,674194007455799;"Safe";"15-25";"Graduate"
"135";"2/22/2017 22:04:03";"Female";"15-25";"Delhi";"Employee at an organisation";"Graduate";"4";"3";"5";"4";"3";"4";"4";"3";75;0,304347891135863;0,137850817719016;0,852103146390746;"Neutral";"15-25";"Graduate"
"136";"2/22/2017 22:05:17";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"5";"4";"5";"1";"5";"4";"5";"2";77,5;1,19556789861361;0,915690895365549;-1,47842402536871;"Safe";"25-35";"Graduate"
"137";"2/22/2017 22:06:02";"Female";"15-25";"Mumbai ";"Student";"Graduate";"5";"4";"4";"2";"4";"4";"4";"4";77,5;0,77815867827976;0,801757513664099;-0,393381586743089;"Unsafe";"15-25";"Graduate"
"138";"2/22/2017 22:06:25";"Male";"45-55";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"2";"5";"4";"3";"4";"2";"2";65;-0,509494129796861;0,0877353525549007;0,516396340555835;"Safe";"45-55";"Post Graduate"
"139";"2/22/2017 22:09:09";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Masters";"4";"4";"5";"4";"3";"4";"3";"2";72,5;-0,176319091454053;0,355674592775986;0,632532178848493;"Safe";"15-25";"Post Graduate"
"140";"2/22/2017 22:10:41";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"5";"5";"5";"3";"4";"4";"3";82,5;0,163567216854433;0,534877003295077;1,58224200367308;"Neutral";"25-35";"Post Graduate"
"141";"2/22/2017 22:11:30";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Masters";"2";"3";"4";"2";"2";"4";"4";"2";57,5;0,396241632113687;-1,94110017536037;-0,273226748469911;"Safe";"15-25";"Post Graduate"
"142";"2/22/2017 22:12:30";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"4";"2";"5";"4";"4";"4";"4";"2";72,5;0,380890092468164;0,043108719490786;0,543263249486948;"Safe";"25-35";"Post Graduate"
"143";"2/22/2017 22:12:52";"Female";"15-25";"Mumbai ";"Student";"Graduate";"5";"4";"3";"1";"3";"3";"3";"1";57,5;-0,464408297199649;0,693130461867446;-1,82170380645895;"Safe";"15-25";"Graduate"
"144";"2/22/2017 22:13:56";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"4";"2";"3";"2";"4";"3";62,5;-0,380588885273401;-0,161856320392356;-0,516896384912869;"Neutral";"15-25";"Graduate"
"145";"2/22/2017 22:15:10";"Male";"15-25";"Mumbai ";"Self Employed";"Graduate";"4";"4";"5";"4";"4";"4";"3";"3";77,5;0,132913966463562;0,340939870491581;0,852660652687771;"Neutral";"15-25";"Graduate"
"146";"2/22/2017 22:15:28";"Female";"25-35";"Bahraich";"Working in a government organisation";"Graduate";"4";"3";"4";"2";"3";"4";"3";"3";65;0,202734932497836;-0,175263971375115;-0,481489948844659;"Neutral";"25-35";"Graduate"
"147";"2/22/2017 22:16:34";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"5";"4";"5";"2";"3";"3";"3";"3";70;-0,352590618205339;1,02438190147195;-0,634111349363812;"Neutral";"25-35";"Post Graduate"
"148";"2/22/2017 22:18:13";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Masters";"3";"4";"5";"4";"4";"3";"3";"3";72,5;-0,258351111114962;-0,510142891230117;1,0250454655377;"Neutral";"15-25";"Post Graduate"
"149";"2/22/2017 22:18:18";"Male";"25-35";"India";"Employee at an organisation";"Graduate";"5";"4";"5";"4";"3";"3";"3";"3";75;-0,598555948534541;1,2175580403384;0,642110301061493;"Neutral";"25-35";"Graduate"
"150";"2/22/2017 22:18:18";"Female";"15-25";"Mumbai ";"Self Employed";"Graduate";"3";"4";"4";"2";"5";"4";"5";"3";75;1,34854163258711;-0,923336452762373;-0,227815793398019;"Neutral";"15-25";"Graduate"
"151";"2/22/2017 22:19:54";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"5";"5";"5";"1";"5";"2";"3";"1";67,5;-0,570368996666817;1,21192007324878;-1,78161704142513;"Safe";"15-25";"Graduate"
"152";"2/22/2017 22:22:06";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"3";"3";"4";"2";"4";"2";"2";"1";52,5;-1,05980335895374;-0,880311792815818;-0,867273121586372;"Safe";"25-35";"Graduate"
"153";"2/22/2017 22:23:07";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"3";"4";"4";"4";"3";"2";"3";"2";62,5;-1,03133784315561;-0,624892431642895;0,741896231965708;"Safe";"15-25";"Graduate"
"154";"2/22/2017 22:23:33";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"4";"5";"2";"3";"4";"4";"2";70;0,420619286334786;0,129999577987787;-0,619581665353835;"Safe";"15-25";"Graduate"
"155";"2/22/2017 22:24:40";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"5";"5";"2";"2";"3";"4";"4";"3";70;0,466816132788547;0,661836241721044;-0,634023321721774;"Neutral";"15-25";"UnderGraduate"
"156";"2/22/2017 22:28:51";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"5";"5";"5";"3";"5";"5";"4";"4";90;1,29846881002552;1,19842002264532;0,332415310722283;"Unsafe";"25-35";"Graduate"
"157";"2/22/2017 22:29:26";"Male";"15-25";"Mumbai ";"Self Employed";"Graduate";"3";"4";"4";"1";"3";"4";"4";"3";65;0,743674995600574;-1,02816788383263;-0,847337017803969;"Neutral";"15-25";"Graduate"
"158";"2/22/2017 22:32:11";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"3";"4";"2";"4";"3";"3";"2";62,5;-0,196770303343715;-0,0968337480796703;-0,77407295085921;"Safe";"25-35";"Post Graduate"
"159";"2/22/2017 22:33:15";"Male";"25-35";"krishna, A. P.";"Employee at an organisation";"Graduate";"4";"3";"4";"4";"2";"2";"2";"2";57,5;-1,63773336843949;0,111052292602001;0,490981179227205;"Safe";"25-35";"Graduate"
"160";"2/22/2017 22:34:27";"Male";"15-25";"Kalayan";"Employee at an organisation";"Masters";"4";"4";"4";"3";"3";"3";"2";"2";62,5;-0,868063147872119;0,162101136567333;-0,0927072123198532;"Safe";"15-25";"Post Graduate"
"161";"2/22/2017 22:36:42";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"5";"1";"3";"4";"4";"3";70;0,664396882071252;-0,0016943325092325;-1,01621531321237;"Neutral";"25-35";"Post Graduate"
"162";"2/22/2017 22:36:48";"Female";"25-35";"India";"Employee at an organisation";"Post Graduate";"4";"4";"5";"5";"2";"2";"3";"1";65;-1,54283167976714;0,512903911398127;0,991000287930682;"Safe";"25-35";"Post Graduate"
"163";"2/22/2017 22:36:52";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"4";"5";"3";"2";"3";"4";"3";70;-0,237155008219139;0,194063951030078;0,251597919582181;"Neutral";"15-25";"Graduate"
"164";"2/22/2017 22:37:59";"Male";"35-45";"Delhi";"exports ";"Graduate";"3";"4";"4";"2";"2";"2";"2";"3";55;-1,20398875705993;-0,841046654430776;-0,295607343813617;"Neutral";"35-45";"Graduate"
"165";"2/22/2017 22:39:01";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"5";"5";"4";"3";"2";"1";"1";62,5;-1,94225598673448;0,651903770659221;0,329339162792077;"Safe";"15-25";"Graduate"
"166";"2/22/2017 22:40:34";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Masters";"4";"3";"4";"4";"3";"4";"5";"4";77,5;0,779510627659774;-0,0821914254159734;1,08442449138072;"Unsafe";"15-25";"Post Graduate"
"167";"2/22/2017 22:40:59";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"5";"4";"5";"5";"4";90;1,29982075940554;0,314471083565243;1,81022138884609;"Unsafe";"15-25";"Graduate"
"168";"2/22/2017 22:45:41";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"5";"4";"3";"4";"4";"4";77,5;0,425142821707728;0,10274497665522;1,09358032374486;"Unsafe";"15-25";"Graduate"
"169";"2/22/2017 22:46:42";"Female";"25-35";"Lucknow";"Employee at an organisation";"Masters";"3";"4";"1";"3";"4";"4";"3";"3";62,5;0,345359020634711;-1,23943432871336;0,283637207122147;"Neutral";"25-35";"Post Graduate"
"170";"2/22/2017 22:48:15";"Female";"25-35";"Mumbai ";"Teacher";"Post Graduate";"4";"1";"2";"4";"2";"4";"2";"3";55;-0,558054046535107;-0,575273243808026;0,633417289628578;"Neutral";"25-35";"Post Graduate"
"171";"2/22/2017 22:49:44";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"2";"5";"4";"3";"4";"4";"3";72,5;0,313246895694278;-0,0123682403524027;0,806089130355905;"Neutral";"25-35";"Graduate"
"172";"2/22/2017 22:50:04";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"3";"5";"5";"4";"2";"2";"3";70;-1,26643960683314;0,36571428467965;1,36113541335142;"Neutral";"15-25";"UnderGraduate"
"173";"2/22/2017 22:50:24";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"4";"3";"4";"5";"5";"1";75;1,18679605651156;0,0741749417407489;-0,223695432228694;"Safe";"15-25";"Post Graduate"
"174";"2/22/2017 22:51:50";"Male";"15-25";"Mumbai ";"Student";"Masters";"4";"4";"3";"4";"3";"4";"3";"2";67,5;-0,169529574469236;0,0507995404771062;0,566004901674245;"Safe";"15-25";"Post Graduate"
"175";"2/22/2017 22:52:39";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"2";"4";"3";"3";"3";67,5;-0,0848743773302654;0,018279468927952;-0,486581757470251;"Neutral";"15-25";"Graduate"
"176";"2/22/2017 22:57:37";"Female";"25-35";"Delhi";"Homemaker";"Post Graduate";"5";"4";"5";"4";"3";"3";"3";"3";75;-0,598555948534541;1,2175580403384;0,642110301061493;"Neutral";"25-35";"Post Graduate"
"177";"2/22/2017 23:06:06";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"5";"5";"4";"3";"4";"4";"2";77,5;0,165754951447169;0,473394774925651;0,702654001106311;"Safe";"15-25";"Graduate"
"178";"2/22/2017 23:08:16";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"4";"4";"4";"3";"3";"2";70;-0,451634638231332;0,246561448858194;0,548162715600936;"Safe";"25-35";"Post Graduate"
"179";"2/22/2017 23:09:02";"Female";"15-25";"Mumbai ";"Working in a government organisation";"Masters";"4";"4";"4";"4";"2";"2";"3";"2";62,5;-1,29565932553827;0,228772474751667;0,561103001485022;"Safe";"15-25";"Post Graduate"
"180";"2/22/2017 23:11:56";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"3";"2";"4";"2";"3";"2";"4";"2";55;-0,416601456249937;-1,15100556257393;-0,602245644306303;"Safe";"15-25";"Graduate"
"181";"2/22/2017 23:18:39";"Male";"25-35";"Mumbai ";"Self Employed";"UnderGraduate";"1";"2";"4";"2";"1";"4";"3";"2";47,5;-0,0583871830963723;-2,95322750146338;-0,119857933217364;"Safe";"25-35";"UnderGraduate"
"182";"2/22/2017 23:20:05";"Male";"35-45";"Mumbai ";"Employee at an organisation";"UnderGraduate";"4";"4";"4";"3";"2";"2";"2";"3";60;-1,40285477726144;0,129577440176401;0,140361547403511;"Neutral";"35-45";"UnderGraduate"
"183";"2/22/2017 23:21:23";"Male";"45-55";"Bangalore";"Employee at an organisation";"Graduate";"4";"4";"4";"2";"4";"4";"4";"2";70;0,612452172172945;-0,00206682938226092;-0,674194007455799;"Safe";"45-55";"Graduate"
"184";"2/22/2017 23:24:10";"Male";"15-25";"Mumbai ";"Student";"Graduate";"4";"5";"5";"4";"2";"3";"4";"1";70;-0,610626539085883;0,511082760662313;0,45276840612144;"Safe";"15-25";"Graduate"
"185";"2/22/2017 23:31:42";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"4";"5";"1";"3";"3";"2";"3";62,5;-0,504697645463461;0,0862566827865305;-1,09418804680392;"Neutral";"15-25";"UnderGraduate"
"186";"2/22/2017 23:34:43";"Female";"15-25";"Kolkata";"Student";"UnderGraduate";"4";"3";"4";"2";"4";"4";"4";"2";67,5;0,62135117673136;-0,15228588745368;-0,72020802349064;"Safe";"15-25";"UnderGraduate"
"187";"2/22/2017 23:35:37";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"5";"1";"2";"2";"1";"2";55;-1,70793553849307;1,0304795696189;-1,57032338200729;"Safe";"15-25";"Post Graduate"
"188";"2/22/2017 23:38:50";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"4";"3";"3";"3";"3";70;-0,519277835005218;0,191084489015006;0,810988596469893;"Neutral";"15-25";"Graduate"
"189";"2/22/2017 23:43:35";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"3";"5";"4";"3";"3";"1";70;-0,767900830512303;1,09985385837973;0,709390790876822;"Safe";"25-35";"Post Graduate"
"190";"2/22/2017 23:50:21";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"5";"4";"2";"4";"3";"3";75;-0,319845643264854;1,17423365810675;0,693216125721925;"Neutral";"25-35";"Post Graduate"
"191";"2/22/2017 23:54:00";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"5";"4";"4";"4";"4";"3";80;0,483887013923199;0,308440994569827;0,876768458910748;"Neutral";"15-25";"Post Graduate"
"192";"2/22/2017 23:59:45";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"5";"4";"2";"3";"4";"4";"3";72,5;0,535909970840645;0,0926752688459695;-0,365354110552001;"Neutral";"15-25";"Graduate"
"193";"2/23/2017 0:06:29";"Female";"15-25";"Mumbai ";"Student";"Post Graduate";"3";"2";"4";"2";"3";"4";"2";"1";52,5;-0,305045616510201;-1,09680849657114;-0,832424191815187;"Safe";"15-25";"Post Graduate"
"194";"2/23/2017 0:11:04";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"3";"3";"4";"3";"4";"4";"3";"3";67,5;0,3440737497159;-0,932340808336455;0,337414106848679;"Neutral";"25-35";"Graduate"
"195";"2/23/2017 0:22:17";"Male";"15-25";"Mumbai ";"Student";"Post Graduate";"4";"4";"4";"4";"3";"3";"3";"2";67,5;-0,640072765577082;0,226190330078802;0,569511419115776;"Safe";"15-25";"Post Graduate"
"196";"2/23/2017 0:41:07";"Female";"15-25";"India";"Employee at an organisation";"Graduate";"4";"3";"4";"4";"3";"3";"3";"4";70;-0,389583899874939;0,00575958987978963;1,00645175778917;"Unsafe";"15-25";"Graduate"
"197";"2/23/2017 0:46:03";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"4";"5";"5";"2";"3";"4";"4";77,5;-0,362325407976476;0,352134248832726;1,7692967473616;"Unsafe";"15-25";"Graduate"
"198";"2/23/2017 0:54:39";"Male";"25-35";"Delhi";"Employee at an organisation";"Post Graduate";"4";"3";"4";"2";"5";"4";"2";"2";65;0,107843209157836;-0,0669170168307818;-0,789772339451433;"Safe";"25-35";"Post Graduate"
"199";"2/23/2017 0:58:02";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"5";"2";"2";"4";"5";"2";67,5;0,592053211007088;-0,073089474784777;-0,62013917165086;"Safe";"25-35";"Graduate"
"200";"2/23/2017 1:06:42";"Male";"45-55";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"4";"4";"1";"1";"1";"2";55;-2,72907533545565;1,17038839644199;0,302337037412791;"Safe";"45-55";"Post Graduate"
"201";"2/23/2017 1:45:15";"Male";"15-25";"Mumbai ";"Self Employed";"Graduate";"4";"3";"3";"1";"3";"5";"2";"3";60;0,445287741310646;-0,414743954488281;-1,14721509772182;"Neutral";"15-25";"Graduate"
"202";"2/23/2017 2:13:30";"Male";"15-25";"Kolkata";"Unemployed";"Graduate";"4";"4";"5";"1";"4";"4";"3";"3";70;0,501861961957365;0,0511756621919125;-1,06167182295019;"Neutral";"15-25";"Graduate"
"203";"2/23/2017 2:26:53";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"5";"4";"4";"3";"4";"4";"4";"3";77,5;0,534381082543295;0,933451424161119;0,00325206111544625;"Neutral";"25-35";"Graduate"
"204";"2/23/2017 2:31:46";"Male";"25-35";"Ipswich";"Employee at an organisation";"Graduate";"4";"3";"5";"4";"2";"2";"2";"2";60;-1,6411281269319;0,263489818751441;0,524244817814329;"Safe";"25-35";"Graduate"
"205";"2/23/2017 2:34:01";"Male";"45-55";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"3";"4";"4";"4";"3";75;0,610264437580209;0,0594153989871649;0,205393995110971;"Neutral";"45-55";"Graduate"
"206";"2/23/2017 3:08:50";"Male";"55+";"Panjab";"Unemployed";"Masters";"4";"4";"4";"3";"4";"4";"4";"4";77,5;0,731059368152073;0,024309557923368;0,446871172465089;"Unsafe";"45-55";"Post Graduate"
"207";"2/23/2017 3:12:13";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"5";"4";"4";"3";"3";"3";"4";75;-0,407381908991769;0,306197706022628;1,09847978985885;"Unsafe";"25-35";"Graduate"
"208";"2/23/2017 5:48:51";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"3";"2";"4";"2";"2";"2";"3";"2";50;-0,956012631055325;-1,13887780543157;-0,60500474701444;"Safe";"25-35";"Graduate"
