"";"Timestamp";"Gender";"Age";"City";"Profession";"Education";"Spread";"Emotion_Unbalance";"Places";"Holiday";"Counter";"Combat";"Equiped";"Safe";"Fear_Index";"Government_Efficiency";"Fear_on_Holiday";"Rumors_Impact";"NewSafeData";"NewAgeGroup";"NewEducation"
"209";"2/23/2017 6:18:17";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"2";"2";"4";"3";"2";"2";"3";"2";50;-1,00311194118301;-1,9163257611723;0,235248012193738;"Safe";"15-25";"UnderGraduate"
"210";"2/23/2017 6:18:18";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"2";"2";"4";"3";"2";"2";"3";"2";50;-1,00311194118301;-1,9163257611723;0,235248012193738;"Safe";"15-25";"UnderGraduate"
"211";"2/23/2017 6:36:29";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"3";"5";"4";"4";"4";"2";"4";77,5;-0,164248500902711;1,06214987245207;0,821874073788546;"Unsafe";"25-35";"Post Graduate"
"212";"2/23/2017 7:28:58";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"4";"3";"4";"4";"4";"3";75;0,610264437580209;0,0594153989871649;0,205393995110971;"Neutral";"25-35";"Post Graduate"
"213";"2/23/2017 7:49:01";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"4";"1";"5";"5";"4";"2";72,5;1,39102139729873;-0,101237043488348;-1,3038964150377;"Safe";"25-35";"Post Graduate"
"214";"2/23/2017 8:08:07";"Female";"15-25";"Mumbai ";"Self Employed";"Post Graduate";"1";"4";"4";"5";"1";"1";"1";"4";52,5;-2,30693471932886;-2,29937931694819;2,23196995331578;"Unsafe";"15-25";"Post Graduate"
"215";"2/23/2017 8:14:27";"Female";"25-35";"Vancouver ";"Employee at an organisation";"Masters";"4";"4";"5";"3";"3";"2";"2";"2";62,5;-1,33860633897996;0,337491926169029;-0,0892006948783222;"Safe";"25-35";"Post Graduate"
"216";"2/23/2017 8:16:51";"Male";"25-35";"Mumbai ";"Self Employed";"Post Graduate";"4";"2";"5";"3";"4";"3";"2";"2";62,5;-0,665221769901947;0,0344716653533263;-0,17282030931725;"Safe";"25-35";"Post Graduate"
"217";"2/23/2017 8:47:17";"Male";"25-35";"Delhi";"Employee at an organisation";"Graduate";"3";"3";"4";"3";"3";"4";"4";"2";65;0,385813739257923;-0,950104961973803;0,141393439232377;"Safe";"25-35";"Graduate"
"218";"2/23/2017 8:56:01";"Female";"15-25";"Mumbai ";"Self Employed";"Post Graduate";"4";"4";"4";"4";"4";"5";"5";"3";82,5;1,30540325249068;0,100551329046378;0,897369747692193;"Neutral";"15-25";"Post Graduate"
"219";"2/23/2017 9:12:50";"Male";"45-55";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"5";"3";"4";"3";"3";"2";67,5;-0,323147727000725;0,152191847502992;-0,102698487059433;"Safe";"45-55";"Graduate"
"220";"2/23/2017 9:24:41";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"4";"3";"3";"4";"2";"2";67,5;-0,476798070293595;1,01318389828903;-0,265092025169785;"Safe";"25-35";"Post Graduate"
"221";"2/23/2017 9:27:41";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"4";"3";"4";"2";"3";"4";"4";"2";65;0,43291304938561;-0,172657006233072;-0,6988593199758;"Safe";"25-35";"Post Graduate"
"222";"2/23/2017 9:29:19";"Female";"25-35";"Pune";"Employee at an organisation";"PhD";"5";"4";"5";"4";"4";"5";"3";"2";80;0,403384113470221;1,22712847327708;0,438798662483722;"Safe";"25-35";"Post Graduate"
"223";"2/23/2017 9:30:39";"Female";"35-45";"Pune";"Self Employed";"Masters";"5";"4";"5";"5";"5";"5";"5";"5";97,5;1,53317046228624;1,17377238645479;1,82820792868984;"Unsafe";"35-45";"Post Graduate"
"224";"2/23/2017 9:39:36";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"5";"4";"4";"3";"3";"4";"4";77,5;-0,0564088615321309;0,273698830100875;1,12258759608183;"Unsafe";"15-25";"Graduate"
"225";"2/23/2017 9:42:59";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"5";"4";"4";"5";"4";87,5;0,8326723267901;0,3374243470175;1,78046426770049;"Unsafe";"25-35";"Graduate"
"226";"2/23/2017 9:51:20";"Female";"45-55";"Mumbai ";"Self Employed";"Graduate";"3";"4";"4";"3";"4";"3";"4";"3";70;0,218999360001685;-0,791667362734533;0,377778807960903;"Neutral";"45-55";"Graduate"
"227";"2/23/2017 10:02:46";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"5";"3";"3";"2";"2";"2";65;-1,41448969401688;1,21152795134298;-0,291342628873847;"Safe";"25-35";"Post Graduate"
"228";"2/23/2017 10:05:09";"Female";"25-35";"Mumbai ";"Unemployed";"Masters";"5";"4";"5";"4";"2";"3";"3";"2";70;-0,907789006452156;1,2322927626228;0,421981827222215;"Safe";"25-35";"Post Graduate"
"229";"2/23/2017 10:07:44";"Female";"25-35";"FATEHPUR ";"Homemaker";"Graduate";"4";"4";"5";"2";"3";"4";"4";"2";70;0,420619286334786;0,129999577987787;-0,619581665353835;"Safe";"25-35";"Graduate"
"230";"2/23/2017 10:12:36";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"5";"4";"5";"4";"5";"4";"4";87,5;0,943343465879894;0,344751491408976;1,79886396007083;"Unsafe";"15-25";"UnderGraduate"
"231";"2/23/2017 10:14:31";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"3";"4";"2";"4";"3";"4";"2";65;0,154202744115923;-0,129332624001424;-0,749965144636233;"Safe";"15-25";"UnderGraduate"
"232";"2/23/2017 10:33:08";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"1";"1";"1";"1";"4";"4";"4";"3";47,5;1,12076112217262;-3,66383856806372;-0,702234817193655;"Neutral";"25-35";"Post Graduate"
"233";"2/23/2017 10:33:14";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"3";"3";"2";"1";"1";"4";"4";"1";47,5;0,140897401308576;-1,45379254963411;-1,40013525869161;"Safe";"15-25";"Graduate"
"234";"2/23/2017 10:33:22";"Male";"15-25";"Mumbai ";"Student";"Post Graduate";"4";"3";"4";"3";"3";"3";"2";"2";60;-0,859164143313704;0,0118820784959139;-0,138721228354694;"Safe";"15-25";"Post Graduate"
"235";"2/23/2017 10:47:46";"Male";"15-25";"Mumbai ";"Student";"Post Graduate";"3";"1";"3";"1";"2";"2";"2";"3";42,5;-1,05091431972767;-1,5407294242277;-1,10502385571792;"Neutral";"15-25";"Post Graduate"
"236";"2/23/2017 10:52:53";"Male";"35-45";"Mumbai ";"Employee at an organisation";"Masters";"4";"4";"5";"3";"5";"5";"5";"3";85;1,61342928650863;0,176771904541987;0,271173857551826;"Neutral";"35-45";"Post Graduate"
"237";"2/23/2017 10:57:03";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"3";"4";"4";"2";"2";"2";"2";"2";52,5;-1,32478368763179;-0,805940813366979;-0,537084521167734;"Safe";"15-25";"Graduate"
"238";"2/23/2017 11:03:53";"Female";"15-25";"Mumbai ";"Student";"Graduate";"4";"5";"4";"4";"4";"4";"5";"2";80;0,708560884744966;0,30882949163385;0,672149465227324;"Safe";"15-25";"Graduate"
"239";"2/23/2017 11:14:10";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"5";"3";"4";"2";"3";"3";"3";"1";60;-0,581886716298244;0,791936999378689;-1,19634335869401;"Safe";"25-35";"Graduate"
"240";"2/23/2017 11:25:49";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"2";"2";"2";"1";"3";"2";"2";"1";37,5;-1,03368694455474;-2,32640111657269;-1,39443460249775;"Safe";"15-25";"UnderGraduate"
"241";"2/23/2017 11:41:28";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"5";"5";"2";"2";"3";"4";"4";"3";70;0,466816132788547;0,661836241721044;-0,634023321721774;"Neutral";"15-25";"UnderGraduate"
"242";"2/23/2017 11:50:41";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"2";"4";"2";"5";"3";"2";"3";"4";62,5;-0,830057775154747;-1,7774271218101;1,99857606870787;"Unsafe";"15-25";"UnderGraduate"
"243";"2/23/2017 12:09:47";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"3";"4";"4";"4";"2";72,5;0,489469507008344;0,0945212400509618;-0,0360831822431463;"Safe";"15-25";"Graduate"
"244";"2/23/2017 12:11:48";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"2";"3";"3";"2";"2";"5";"2";"1";50;0,0440437977303937;-2,01638737205476;-0,566426055711513;"Safe";"15-25";"UnderGraduate"
"245";"2/23/2017 12:14:33";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"3";"3";"3";"3";"3";"3";60;-0,30811805175288;-1,08219618981303;0,295742050630801;"Neutral";"15-25";"UnderGraduate"
"246";"2/23/2017 12:14:34";"Male";"15-25";"India";"Self Employed";"Graduate";"4";"3";"4";"2";"3";"3";"3";"2";60;-0,385208430689465;-0,117204866859062;-0,75272424734437;"Safe";"15-25";"Graduate"
"247";"2/23/2017 12:19:24";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"5";"2";"5";"5";"4";"5";"4";"5";87,5;1,01155729659768;0,885462027454316;1,73342079391202;"Unsafe";"25-35";"Post Graduate"
"248";"2/23/2017 12:24:03";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"4";"3";"3";"4";"3";"4";67,5;0,276430552942014;-0,987817768179644;0,600239987717635;"Unsafe";"15-25";"UnderGraduate"
"249";"2/23/2017 12:28:05";"Male";"25-35";"India";"Employee at an organisation";"Post Graduate";"4";"4";"3";"2";"4";"4";"4";"3";70;0,736641861237218;-0,189610196595497;-0,465980468688806;"Neutral";"25-35";"Post Graduate"
"250";"2/23/2017 12:30:26";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"2";"3";"2";"2";"2";57,5;-1,21222891532296;0,0884663305863668;-0,760575158678099;"Safe";"15-25";"Graduate"
"251";"2/23/2017 12:33:36";"Female";"15-25";"Delhi";"Student";"Post Graduate";"5";"4";"1";"5";"3";"4";"3";"3";70;-0,24081114711407;0,681442741721607;1,17692369307124;"Neutral";"15-25";"Post Graduate"
"252";"2/23/2017 12:38:43";"Male";"15-25";"Mumbai ";"Unemployed";"Post Graduate";"4";"4";"5";"4";"3";"4";"3";"2";72,5;-0,176319091454053;0,355674592775986;0,632532178848493;"Safe";"15-25";"Post Graduate"
"253";"2/23/2017 13:06:38";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"5";"1";"4";"5";"5";"3";77,5;1,67095648949208;-0,0367753531038505;-0,98369908935864;"Neutral";"25-35";"Post Graduate"
"254";"2/23/2017 13:11:46";"Male";"15-25";"Mumbai ";"Unemployed";"Post Graduate";"4";"4";"4";"3";"3";"2";"3";"2";62,5;-0,984238533027919;0,152555524097836;-0,0983565272424697;"Safe";"15-25";"Post Graduate"
"255";"2/23/2017 13:14:18";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"5";"5";"3";"4";"5";"4";"3";82,5;1,06511910714482;0,339118719755767;0,314428770878529;"Neutral";"25-35";"Post Graduate"
"256";"2/23/2017 13:14:45";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"3";"3";"3";"3";"3";"3";60;-0,30811805175288;-1,08219618981303;0,295742050630801;"Neutral";"15-25";"UnderGraduate"
"257";"2/23/2017 13:16:51";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"3";"5";"1";"4";"5";"5";"4";80;1,72476706958544;0,651935772934888;-0,990377862034888;"Unsafe";"25-35";"Post Graduate"
"258";"2/23/2017 13:24:08";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"3";"3";"3";"3";"3";"3";60;-0,30811805175288;-1,08219618981303;0,295742050630801;"Neutral";"15-25";"UnderGraduate"
"259";"2/23/2017 13:30:50";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"2";"4";"3";"5";"4";"4";"2";70;0,695705643470925;-0,185545757312485;-0,149459917827668;"Safe";"15-25";"Post Graduate"
"260";"2/23/2017 13:35:57";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"3";"4";"3";"4";"5";"5";"3";77,5;1,4372849222137;-0,146255798458264;0,2132449064447;"Neutral";"15-25";"Post Graduate"
"261";"2/23/2017 13:44:03";"Male";"25-35";"Gurgaon";"Employee at an organisation";"Post Graduate";"4";"3";"4";"2";"2";"2";"1";"2";50;-1,74274108556993;-0,0496249703426908;-0,809348277421077;"Safe";"25-35";"Post Graduate"
"262";"2/23/2017 14:19:33";"Male";"15-25";"India";"Employee at an organisation";"Post Graduate";"4";"4";"4";"3";"2";"5";"4";"3";72,5;0,700536615504145;-0,0042801020238751;0,277848523286243;"Neutral";"15-25";"Post Graduate"
"263";"2/23/2017 14:21:37";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"4";"4";"2";"3";"2";"4";"3";62,5;-0,313604534794902;-0,885673287494891;-0,268740434882503;"Neutral";"15-25";"UnderGraduate"
"264";"2/23/2017 14:24:09";"Female";"15-25";"Mumbai ";"Student";"Graduate";"3";"4";"4";"4";"4";"4";"4";"4";77,5;0,683960058024386;-0,753138397817363;1,28712393167327;"Unsafe";"15-25";"Graduate"
"265";"2/23/2017 14:26:47";"Female";"15-25";"Mumbai ";"Student";"Post Graduate";"4";"3";"4";"4";"3";"3";"3";"3";67,5;-0,510378830446803;0,0408654309435865;0,764974580435052;"Neutral";"15-25";"Post Graduate"
"266";"2/23/2017 14:30:54";"Male";"35-45";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"3";"5";"4";"4";"5";"4";"3";80;0,959934451097052;0,135268673046152;0,8605115640215;"Neutral";"35-45";"Post Graduate"
"267";"2/23/2017 15:05:49";"Female";"25-35";"Sangli";"Unemployed";"Post Graduate";"4";"3";"4";"2";"3";"2";"3";"3";60;-0,731561932733039;-0,129357444470602;-0,541004191135846;"Neutral";"25-35";"Post Graduate"
"268";"2/23/2017 15:16:46";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"3";"4";"4";"2";"4";"4";"5";"3";72,5;1,16010350524136;-0,943707571541765;-0,20646708988318;"Neutral";"25-35";"Post Graduate"
"269";"2/23/2017 15:20:16";"Female";"25-35";"Ipswich";"Unemployed";"Post Graduate";"5";"5";"4";"2";"3";"2";"4";"2";67,5;-0,595065179999009;1,04772366198823;-0,86848746419283;"Safe";"25-35";"Post Graduate"
"270";"2/23/2017 15:54:46";"Male";"25-35";"India";"Employee at an organisation";"Graduate";"4";"4";"4";"3";"3";"3";"3";"2";65;-0,517090100412481;0,12960226064558;-0,0685994060968766;"Safe";"25-35";"Graduate"
"271";"2/23/2017 17:56:46";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"4";"4";"2";"4";"2";"4";70;-0,470745646623304;0,145153141641314;1,07946379226147;"Unsafe";"25-35";"Graduate"
"272";"2/23/2017 19:00:57";"Female";"15-25";"Mumbai ";"Self Employed";"Post Graduate";"4";"1";"4";"1";"5";"2";"2";"2";52,5;-0,685672981791609;-0,41803667550233;-1,57942543902495;"Safe";"15-25";"Post Graduate"
"273";"2/23/2017 19:47:25";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"4";"5";"2";"5";"5";"5";"3";82,5;1,73641195167323;0,0801838351087639;-0,366936967660827;"Neutral";"25-35";"Post Graduate"
"274";"2/23/2017 20:02:44";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"2";"2";"1";"2";"2";"2";"2";"2";37,5;-1,22091804800082;-2,43772753313209;-0,526761535003264;"Safe";"15-25";"Post Graduate"
"275";"2/23/2017 20:09:21";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"3";"4";"4";"2";"2";70;-0,215871346403339;0,311956518043908;-0,0510351561019754;"Safe";"15-25";"Graduate"
"276";"2/23/2017 20:09:22";"Female";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"4";"4";"5";"3";"4";"4";"2";"2";70;-0,215871346403339;0,311956518043908;-0,0510351561019754;"Safe";"15-25";"Graduate"
"277";"2/23/2017 20:31:31";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"2";"3";"4";"1";"1";"2";"2";"1";40;-1,42625172078948;-1,91204924376117;-1,23919590225898;"Safe";"25-35";"Post Graduate"
"278";"2/23/2017 20:50:30";"Male";"25-35";"India";"Employee at an organisation";"Masters";"5";"4";"3";"3";"3";"4";"5";"2";72,5;0,579515830577726;0,763249744374331;-0,226032245087979;"Safe";"25-35";"Post Graduate"
"279";"2/23/2017 20:50:36";"Male";"35-45";"India";"Employee at an organisation";"Post Graduate";"4";"3";"5";"2";"4";"4";"3";"3";70;0,387778301351178;-0,00245532644628395;-0,469575013772375;"Neutral";"35-45";"Post Graduate"
"280";"2/23/2017 20:56:12";"Male";"35-45";"Chennai";"Employee at an organisation";"Post Graduate";"5";"5";"5";"2";"3";"4";"4";"1";72,5;0,215041996167593;1,18936050229696;-1,01718676066864;"Safe";"35-45";"Post Graduate"
"281";"2/23/2017 20:58:16";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"3";"5";"2";"3";"3";"3";"2";65;-0,464486544218788;0,909268684464332;-0,921602542752771;"Safe";"25-35";"Post Graduate"
"282";"2/23/2017 21:06:59";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"5";"5";"3";"4";"5";"3";85;0,447555913835571;1,22619509447586;1,35819385986569;"Neutral";"15-25";"Post Graduate"
"283";"2/23/2017 21:46:41";"Male";"35-45";"India";"Employee at an organisation";"Masters";"3";"4";"4";"4";"4";"4";"5";"3";77,5;0,914138174912159;-0,75053143267532;1,06975456054213;"Neutral";"35-45";"Post Graduate"
"284";"2/23/2017 22:25:39";"Male";"15-25";"Mumbai ";"Student";"Graduate";"5";"3";"5";"1";"2";"5";"5";"2";70;1,10630095375021;0,681405217503698;-1,43063480971344;"Safe";"15-25";"Graduate"
"285";"2/23/2017 22:41:23";"Male";"15-25";"Mumbai ";"Student";"UnderGraduate";"3";"3";"4";"2";"4";"5";"5";"3";72,5;1,63615094241521;-1,11687989306544;-0,222723984772427;"Neutral";"15-25";"UnderGraduate"
"286";"2/23/2017 23:14:36";"Female";"15-25";"Mumbai ";"Student";"Graduate";"3";"4";"4";"3";"3";"2";"2";"2";57,5;-1,25932822545064;-0,688981625154365;0,0796776005300786;"Safe";"15-25";"Graduate"
"287";"2/23/2017 23:56:29";"Female";"25-35";"UK";"Employee at an organisation";"Post Graduate";"4";"4";"5";"4";"3";"3";"2";"3";70;-0,873645640957264;0,376020891086199;0,820144428834041;"Neutral";"25-35";"Post Graduate"
"288";"2/24/2017 1:11:56";"Female";"25-35";"Mumbai ";"Employee at an organisation";"Masters";"4";"3";"4";"2";"2";"3";"2";"2";55;-0,924619605494854;-0,105077109716701;-0,755483350052507;"Safe";"25-35";"Post Graduate"
"289";"2/24/2017 10:03:25";"Male";"15-25";"Vadodara";"Employee at an organisation";"Post Graduate";"4";"4";"3";"2";"3";"3";"3";"2";60;-0,390712676755472;-0,119423334937083;-0,739973869896653;"Safe";"15-25";"Post Graduate"
"290";"2/24/2017 14:03:53";"Female";"35-45";"Bangalore";"Working in a government organisation";"Post Graduate";"2";"4";"4";"5";"3";"4";"3";"4";72,5;0,0974495730913108;-1,51845859641573;2,12461758817331;"Unsafe";"35-45";"Post Graduate"
"291";"2/24/2017 15:26:49";"Male";"25-35";"India";"Student";"UnderGraduate";"5";"4";"4";"3";"3";"3";"4";"3";72,5;-0,121205477417893;0,936033568833984;-0,00515635651530737;"Neutral";"25-35";"UnderGraduate"
"292";"2/24/2017 17:18:09";"Female";"15-25";"Mumbai ";"Student";"UnderGraduate";"4";"4";"4";"4";"2";"2";"2";"3";62,5;-1,52583744242604;0,226165509609624;0,778472372616163;"Neutral";"15-25";"UnderGraduate"
"293";"2/24/2017 18:37:25";"Female";"45-55";"Mumbai ";"unemployed ";"Graduate";"4";"4";"5";"4";"4";"2";"3";"3";72,5;-0,801382898767314;0,386846397396094;0,793146410396585;"Neutral";"45-55";"Graduate"
"294";"2/24/2017 19:27:19";"Male";"25-35";"Canterbury";"Student";"Masters";"3";"3";"4";"2";"3";"2";"2";"2";52,5;-1,12744655572763;-0,935788752659006;-0,604447240717415;"Safe";"25-35";"Post Graduate"
"295";"2/24/2017 23:02:52";"Male";"35-45";"Mumbai ";"Employee at an organisation";"Post Graduate";"4";"3";"5";"2";"3";"3";"4";"2";65;-0,0376301417222364;0,00273378336862444;-0,695352802534269;"Safe";"35-45";"Post Graduate"
"296";"2/25/2017 9:50:30";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"4";"5";"4";"4";"5";"5";"4";90;1,34692006953322;1,09191903930597;0,96996862963791;"Unsafe";"25-35";"Post Graduate"
"297";"2/25/2017 12:03:13";"Male";"15-25";"Rewari";"Student";"UnderGraduate";"3";"4";"1";"4";"5";"5";"5";"3";75;1,57990901035057;-1,2104261557965;0,978372062411506;"Neutral";"15-25";"UnderGraduate"
"298";"2/25/2017 18:55:42";"Male";"15-25";"Bangalore";"Employee at an organisation";"UnderGraduate";"5";"4";"5";"2";"5";"5";"5";"2";82,5;1,53973366606445;0,989325701346515;-0,810556079010469;"Safe";"15-25";"UnderGraduate"
"299";"2/25/2017 20:41:05";"Female";"25-35";"India";"Employee at an organisation";"Masters";"5";"4";"5";"2";"5";"3";"5";"4";82,5;0,847026661977302;0,965020546123434;-0,387115966593421;"Unsafe";"25-35";"Post Graduate"
"300";"2/25/2017 20:41:44";"Female";"35-45";"India";"Self Employed";"Post Graduate";"4";"4";"5";"3";"2";"3";"4";"3";70;-0,237155008219139;0,194063951030078;0,251597919582181;"Neutral";"35-45";"Post Graduate"
"301";"2/26/2017 11:39:40";"Female";"15-25";"Kolkata";"Student";"UnderGraduate";"4";"4";"4";"4";"4";"4";"4";"2";75;0,366486841843743;0,191109309484184;0,602027642969506;"Safe";"15-25";"UnderGraduate"
"302";"2/26/2017 11:53:02";"Male";"35-45";"Mumbai ";"Employee at an organisation";"Graduate";"5";"5";"5";"4";"5";"5";"5";"3";92,5;1,4056642617487;1,29761505722058;0,753156764803794;"Neutral";"35-45";"Graduate"
"303";"2/26/2017 22:25:47";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"5";"4";"2";"2";"4";"3";"2";67,5;-0,200179489573522;1,01394489222608;-0,81173232460978;"Safe";"25-35";"Post Graduate"
"304";"2/27/2017 7:12:28";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"3";"4";"3";"3";"3";"3";"2";65;-0,584074450890981;0,853419227748115;-0,316755356127242;"Safe";"25-35";"Post Graduate"
"305";"2/27/2017 17:27:33";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"5";"5";"3";"3";"3";"2";"2";67,5;-0,880356910922942;0,464757720788192;-0,013429557697888;"Safe";"25-35";"Graduate"
"306";"2/27/2017 19:14:51";"Male";"15-25";"Mumbai ";"Employee at an organisation";"Graduate";"5";"3";"4";"2";"3";"4";"4";"3";70;0,47782462492056;0,666273177877086;-0,659524076617208;"Neutral";"15-25";"Graduate"
"307";"2/28/2017 19:03:28";"Male";"25-35";"Bhuj";"Working in a government organisation";"Masters";"4";"4";"4";"2";"3";"4";"3";"3";67,5;0,193835927939422;-0,0250449133036963;-0,435475932809819;"Neutral";"25-35";"Post Graduate"
"308";"2/28/2017 19:28:27";"Male";"35-45";"Mumbai ";"Employee at an organisation";"Graduate";"5";"2";"5";"2";"2";"4";"4";"2";65;0,174095813068951;0,683226368239511;-0,892402927904202;"Safe";"35-45";"Graduate"
"309";"2/28/2017 20:01:39";"Female";"25-35";"Noida";"Employee at an organisation";"Masters";"4";"5";"4";"3";"4";"4";"4";"4";80;0,722160363593658;0,174528615994787;0,49288518849993;"Unsafe";"25-35";"Post Graduate"
"310";"03-01-2017 11:49";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"4";"2";"4";"3";"4";"2";65;0,154202744115923;-0,129332624001424;-0,749965144636233;"Safe";"25-35";"Graduate"
"311";"03-02-2017 14:49";"Male";"35-45";"Mumbai ";"Self Employed";"Post Graduate";"4";"4";"4";"2";"3";"3";"4";"2";65;-0,0431343877882427;0,000515315290603852;-0,682602425086553;"Safe";"35-45";"Post Graduate"
"312";"03-02-2017 19:38";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Graduate";"4";"3";"5";"3";"5";"5";"5";"3";82,5;1,62232829106704;0,0265528464705675;0,225159841516985;"Neutral";"25-35";"Graduate"
"313";"03-04-2017 09:03";"Male";"25-35";"Mumbai ";"Employee at an organisation";"Post Graduate";"5";"3";"4";"2";"4";"4";"4";"2";70;0,545467821694446;0,721750137720274;-0,922349957486165;"Safe";"25-35";"Post Graduate"
